"";"X";"Name";"Platform";"Year_of_Release";"Genre";"Publisher";"NA_Sales";"EU_Sales";"JP_Sales";"Other_Sales";"Global_Sales";"Critic_Score";"Critic_Count";"User_Score";"User_Count";"Developer";"Rating";"Top_20_Devs";"Dev_Count"
"5067";5067;"City Crisis";"PS2";"2001";"Simulation";"Take-Two Interactive";0,06;0,05;0;0,02;0,13;63;20;6,2;5;"Syscom";"E";0;1
"5068";5068;"Advent Rising";"XB";"2005";"Action";"THQ";0,1;0,03;0;0;0,13;68;50;7,5;68;"GlyphX Games";"T";0;1
"5069";5069;"NBA 2K13";"WiiU";"2012";"Sports";"Take-Two Interactive";0,07;0,04;0;0,01;0,13;85;17;7;43;"Visual Concepts";"E";0;69
"5070";5070;"7 Wonders of the Ancient World";"DS";"2007";"Puzzle";"Funsta";0,1;0,01;0;0,01;0,13;60;7;8,3;48;"Hot Lava Games";"E";0;1
"5071";5071;"X-Men: Next Dimension";"GC";"2002";"Fighting";"Activision";0,1;0,03;0;0;0,13;63;17;8,2;11;"Exakt";"T";0;8
"5072";5072;"Dynasty Warriors 5 Empires";"X360";"2006";"Action";"Tecmo Koei";0,11;0,01;0;0,01;0,13;61;40;8,2;19;"Omega Force";"T";0;69
"5073";5073;"Burnout";"XB";"2002";"Racing";"Acclaim Entertainment";0,09;0,03;0;0;0,13;75;13;6,6;12;"Criterion Games";"E";0;24
"5074";5074;"Baroque";"PS2";"2007";"Role-Playing";"Rising Star Games";0,05;0,04;0,02;0,01;0,13;60;6;8,8;44;"Sting";"T";0;12
"5075";5075;"Jurassic: The Hunted";"X360";"2009";"Shooter";"Activision";0,12;0;0;0,01;0,13;60;4;7,2;21;"Activision";"T";0;13
"5076";5076;"Hour of Victory";"X360";"2007";"Shooter";"Midway Games";0,1;0,01;0;0,01;0,13;37;33;3,2;40;"Nfusion";"T";0;1
"5077";5077;"Indianapolis 500 Legends";"Wii";"2007";"Racing";"Destineer";0,12;0;0;0,01;0,13;47;10;6,7;7;"Torus Games";"E";0;4
"5078";5078;"Crash Tag Team Racing";"XB";"2005";"Racing";"Vivendi Games";0,09;0,03;0;0;0,13;69;17;7,8;11;"Radical Entertainment";"E10+";0;34
"5079";5079;"Freedom Fighters";"GC";"2003";"Shooter";"Electronic Arts";0,1;0,03;0;0;0,13;83;15;7,3;12;"Io Interactive";"T";0;20
"5080";5080;"Mega Man X Collection";"GC";"2006";"Misc";"Capcom";0,1;0,03;0;0;0,13;75;23;8,7;12;"Capcom";"E";0;128
"5081";5081;"Quantum Redshift";"XB";"2002";"Racing";"Microsoft Game Studios";0,09;0,03;0;0;0,13;70;21;8,1;15;"Curly Monsters";"T";0;1
"5082";5082;"Smash Court Tennis Pro Tournament 2";"PS2";"2004";"Sports";"Sony Computer Entertainment";0,06;0,05;0;0,02;0,13;74;41;8,5;12;"Namco";"E";0;56
"5083";5083;"Brothers in Arms: Double Time";"Wii";"2008";"Shooter";"Ubisoft";0,11;0;0;0,01;0,13;45;13;6,6;17;"Gearbox Software";"M";0;27
"5084";5084;"Armed and Dangerous";"XB";"2003";"Shooter";"LucasArts";0,09;0,03;0;0;0,13;79;41;7,2;15;"Planet Moon Studios";"T";0;4
"5085";5085;"Project CARS";"PC";"2015";"Racing";"Slightly Mad Studios";0;0,12;0;0,01;0,13;83;48;7,1;418;"Slightly Mad Studios";"E";0;6
"5086";5086;"Teenage Mutant Ninja Turtles: Arcade Attack";"DS";"2009";"Action";"Ubisoft";0,12;0;0;0,01;0,13;36;8;4,8;4;"Ubisoft";"E10+";0;106
"5087";5087;"Just Cause 2";"PC";"2010";"Action";"Square Enix";0;0,1;0;0,02;0,12;84;33;7,7;838;"Avalanche Studios";"M";0;9
"5088";5088;"Crush3D";"3DS";"2012";"Platform";"Sega";0,07;0,04;0;0,01;0,12;71;32;7,4;16;"Zoe Mode";"E10+";0;8
"5089";5089;"NeverDead";"PS3";"2012";"Shooter";"Konami Digital Entertainment";0,06;0,04;0,01;0,02;0,12;50;32;4,9;47;"Rebellion";"M";0;30
"5090";5090;"Mega Man X: Command Mission";"GC";"2004";"Role-Playing";"Capcom";0,1;0,02;0;0;0,12;67;21;7,5;12;"Capcom";"E";0;128
"5091";5091;"Need for Speed: ProStreet";"DS";"2007";"Racing";"Electronic Arts";0,11;0,01;0;0,01;0,12;74;8;7,4;10;"Exient Entertainment";"E";0;23
"5092";5092;"DiRT Rally";"XOne";"2016";"Racing";"Codemasters";0,04;0,08;0;0,01;0,12;86;17;8;60;"Codemasters";"E";0;58
"5093";5093;"NHL 2K7";"PS3";"2006";"Sports";"Take-Two Interactive";0,11;0;0;0,01;0,12;79;24;6,6;5;"Kush Games";"E10+";0;18
"5094";5094;"Worms 3D";"PS2";"2003";"Strategy";"Sega";0,06;0,05;0;0,02;0,12;70;31;7,7;22;"Team 17";"T";0;21
"5095";5095;"Gladiator Begins";"PSP";"2010";"Action";"PQube";0,05;0,01;0,05;0,01;0,12;59;9;8;14;"Acquire";"M";0;11
"5096";5096;"Sleeping Dogs";"PC";"2012";"Action";"Square Enix ";0,06;0,05;0;0,01;0,12;81;23;8,2;1209;"United Front Games";"M";0;4
"5097";5097;"Impossible Mission";"DS";"2007";"Platform";"System 3 Arcade Software";0,11;0;0;0,01;0,12;61;8;4,8;6;"System 3";"E";0;2
"5098";5098;"Strikers 1945";"PS";"1998";"Shooter";"Midas Interactive Entertainment";0,07;0,05;0;0,01;0,12;63;5;8,2;6;"Psikyo";"E";0;1
"5099";5099;"Pryzm Chapter One: The Dark Unicorn";"PS2";"2002";"Adventure";"TDK Mediactive";0,06;0,05;0;0,02;0,12;59;8;5,2;6;"Digital Illusions";"T";0;13
"5100";5100;"Eat Lead: The Return of Matt Hazard";"X360";"2009";"Shooter";"D3Publisher";0,1;0,01;0;0,01;0,12;53;53;7,1;27;"Vicious Cycle";"T";0;12
"5101";5101;"Guilty Gear X";"PS2";"2001";"Fighting";"Sammy Corporation";0,06;0,05;0;0,02;0,12;79;15;7,8;16;"Arc System Works";"T";0;32
"5102";5102;"Obscure: The Aftermath";"Wii";"2008";"Action";"Playlogic Game Factory";0,11;0;0;0,01;0,12;53;19;8,1;14;"Hydravision";"M";0;6
"5103";5103;"Disney's PK: Out of the Shadows";"PS2";"2002";"Platform";"Ubisoft";0,06;0,05;0;0,02;0,12;49;14;6,3;4;"Ubisoft";"E";0;106
"5104";5104;"Record of Agarest War Zero";"PS3";"N/A";"Strategy";"Ghostlight";0,09;0;0,03;0,01;0,12;50;8;6,7;37;"Compile Heart";"T";0;9
"5105";5105;"Rocksmith";"PC";"N/A";"Misc";"Unknown";0,06;0,04;0;0,01;0,12;78;5;8,1;57;"Ubisoft";"T";0;106
"5106";5106;"Conception II: Children of the Seven Stars";"3DS";"2013";"Role-Playing";"Screenlife";0,09;0;0,03;0,01;0,12;62;11;7,8;44;"Spike";"M";0;17
"5107";5107;"Puzzle Quest: Challenge of the Warlords";"PS2";"2007";"Puzzle";"D3Publisher";0,06;0,05;0;0,02;0,12;78;11;7;6;"Infinite Interactive";"E10+";0;4
"5108";5108;"Chessmaster: The Art of Learning";"PSP";"2008";"Misc";"Ubisoft";0,11;0;0;0,01;0,12;64;4;8,4;18;"Ubisoft";"E";0;106
"5109";5109;"Makai Kingdom: Chronicles of the Sacred Tome";"PS2";"2005";"Role-Playing";"Tecmo Koei";0,06;0,05;0;0,02;0,12;77;41;7,3;12;"Nippon Ichi Software";"T";0;22
"5110";5110;"Lemony Snicket's A Series of Unfortunate Events";"XB";"2004";"Platform";"Activision";0,09;0,03;0;0;0,12;70;17;7,2;5;"Activision";"E";0;13
"5111";5111;"Neopets Petpet Adventures: The Wand of Wishing";"PSP";"2006";"Adventure";"Sony Computer Entertainment";0,11;0;0;0,01;0,12;66;21;7,7;6;"SCEA";"E";0;14
"5112";5112;"Bomberman Party Edition";"PS";"1998";"Puzzle";"Virgin Interactive";0,07;0,05;0;0,01;0,12;79;6;8,3;6;"Metro";"E";0;2
"5113";5113;"Ice Age: Dawn of the Dinosaurs";"X360";"2009";"Action";"Activision";0,09;0,02;0;0,01;0,12;68;28;7,5;6;"Activision";"E10+";0;13
"5114";5114;"Star Trek: Conquest";"Wii";"2007";"Strategy";"Bethesda Softworks";0,11;0,01;0;0,01;0,12;49;18;4,9;11;"4J Studios";"E";0;5
"5115";5115;"Major League Baseball 2K8 Fantasy All-Stars";"DS";"2008";"Sports";"Take-Two Interactive";0,11;0;0;0,01;0,12;59;8;7;6;"Deep Fried Entertainment";"E";0;1
"5116";5116;"Madden NFL 06";"DS";"2005";"Sports";"Electronic Arts";0,11;0;0;0,01;0,12;66;9;6,3;12;"Exient Entertainment";"E";0;23
"5117";5117;"Red Faction II";"XB";"2003";"Shooter";"THQ";0,09;0,03;0;0;0,12;74;20;5,8;11;"Outrage Games";"M";0;2
"5118";5118;"Voodoo Vince";"XB";"2003";"Platform";"Microsoft Game Studios";0,09;0,03;0;0;0,12;73;38;8,4;22;"Beep Industries";"T";0;1
"5119";5119;"Everybody Dance";"PS3";"2011";"Misc";"Sony Computer Entertainment";0,11;0;0;0,01;0,12;66;5;6,8;8;"SCEE";"T";0;7
"5120";5120;"Blackwater";"X360";"2011";"Shooter";"505 Games";0,09;0,02;0;0,01;0,12;37;12;4,8;14;"Zombie Studios";"T";0;4
"5121";5121;"Tom Clancy's Ghost Recon";"Wii";"2010";"Shooter";"Ubisoft";0,1;0,01;0;0,01;0,12;46;21;6,8;8;"Next Level Games";"T";0;13
"5122";5122;"Chase: Hollywood Stunt Driver";"XB";"2002";"Racing";"BAM! Entertainment";0,09;0,03;0;0;0,12;60;14;7,4;5;"I-Imagine";"T";0;1
"5123";5123;"Thor: God of Thunder";"DS";"2011";"Action";"Sega";0,08;0,03;0;0,01;0,12;64;18;7,2;9;"WayForward";"E10+";0;18
"5124";5124;"The X Files: Resist or Serve";"PS2";"2004";"Adventure";"Vivendi Games";0,06;0,05;0;0,02;0,12;67;31;8,4;8;"Black Ops Entertainment";"M";0;7
"5125";5125;"Touch My Katamari ";"PSV";"2011";"Puzzle";"Namco Bandai Games";0,07;0,03;0;0,02;0,12;69;41;7,4;51;"Bandai Namco Games";"E10+";0;19
"5126";5126;"PixelJunk Monsters Deluxe";"PSP";"2010";"Strategy";"Sony Computer Entertainment";0,11;0;0;0,01;0,12;86;27;8;32;"Q-Games";"E";0;2
"5127";5127;"Curious George";"PS2";"2006";"Action";"Namco Bandai Games";0,06;0,05;0;0,02;0,12;53;13;7,7;6;"Monkey Bar Games";"E";0;2
"5128";5128;"Killer is Dead";"X360";"2013";"Action";"Deep Silver";0,08;0,02;0,01;0,01;0,12;64;38;7,2;144;"Grasshopper Manufacture";"M";0;13
"5129";5129;"Don Bradman Cricket 14";"PS4";"2015";"Sports";"Tru Blu Entertainment";0,01;0,09;0;0,02;0,12;76;4;7,4;19;"Big Ant Studios";"E";0;3
"5130";5130;"Megamind: Ultimate Showdown";"X360";"2010";"Action";"THQ";0,07;0,04;0;0,01;0,12;33;7;4,3;6;"THQ Australia";"E10+";0;2
"5131";5131;"Zathura";"PS2";"2005";"Adventure";"Take-Two Interactive";0,06;0,05;0;0,02;0,12;43;16;2;5;"High Voltage Software";"E10+";0;31
"5132";5132;"Mytran Wars";"PSP";"2009";"Strategy";"Deep Silver";0,08;0,02;0;0,02;0,12;68;16;8,8;4;"Stormregion";"T";0;3
"5133";5133;"NCIS";"PS3";"2011";"Adventure";"Ubisoft";0,07;0,04;0;0,02;0,12;50;4;4;4;"Ubisoft";"T";0;106
"5134";5134;"Undead Knights";"PSP";"2009";"Action";"Ubisoft Annecy";0,05;0;0,06;0,01;0,12;63;27;8,3;13;"Now Production";"M";0;10
"5135";5135;"Ninja Reflex";"Wii";"2008";"Action";"Electronic Arts";0,11;0;0;0,01;0,12;49;26;6;11;"Sanzaru Games";"E10+";0;7
"5136";5136;"Cel Damage";"XB";"2001";"Racing";"Electronic Arts";0,09;0,03;0;0;0,12;65;24;8,4;7;"Pseudo Interactive";"T";0;4
"5137";5137;"SSX 3";"GBA";"2003";"Sports";"Electronic Arts";0,09;0,03;0;0;0,12;63;14;7,2;NA;"Visual Impact";"E";0;3
"5138";5138;"Supremacy MMA";"PS3";"2011";"Fighting";"505 Games";0,07;0,03;0;0,02;0,12;47;17;6,5;4;"Kung Fu Factory";"M";0;2
"5139";5139;"Lunar: Dragon Song";"DS";"2005";"Role-Playing";"Rising Star Games";0,11;0;0;0,01;0,12;59;30;6,2;17;"Game Arts, Japan Art Media (JAM)";"E10+";0;1
"5140";5140;"Breakdown";"XB";"2004";"Adventure";"Electronic Arts";0,09;0,03;0;0;0,12;71;62;8,2;17;"Namco";"M";0;56
"5141";5141;"Venetica";"PS3";"2010";"Role-Playing";"DTP Entertainment";0,07;0,03;0;0,01;0,12;47;14;6,7;6;"Deck 13";"T";0;3
"5142";5142;"Looney Tunes: Sheep Raider";"PS";"2001";"Platform";"Infogrames";0,07;0,05;0;0,01;0,12;72;12;8,6;25;"Infogrames";"E";0;1
"5143";5143;"Geometry Wars: Galaxies";"Wii";"2007";"Shooter";"Vivendi Games";0,11;0;0;0,01;0,12;80;55;8,2;26;"Kuju Entertainment";"E";0;9
"5144";5144;"Conduit 2";"Wii";"2011";"Shooter";"Sega";0,07;0,04;0;0,01;0,12;64;51;7,6;60;"High Voltage Software";"T";0;31
"5145";5145;"Rise of the Tomb Raider";"PC";"2016";"Adventure";"Square Enix";0;0,11;0;0,01;0,12;86;45;7,9;915;"Crystal Dynamics, Nixxes Software";"M";0;3
"5146";5146;"X2: Wolverine's Revenge";"GC";"2003";"Platform";"Activision";0,09;0,02;0;0;0,12;62;21;6,6;8;"GenePool";"T";0;3
"5147";5147;"Hatsune Miku: Project Diva X";"PSV";"2016";"Misc";"Sega";0,01;0;0,1;0;0,12;83;5;8;22;"Sega";"T";0;32
"5148";5148;"Godzilla Unleashed: Double Smash";"DS";"2007";"Action";"Atari";0,11;0;0;0,01;0,12;28;18;4,9;8;"Santa Cruz Games";"E";0;2
"5149";5149;"Dishonored 2";"PC";"2016";"Action";"Bethesda Softworks";0,04;0,07;0;0,01;0,12;86;37;6,7;383;"Arkane Studios";"M";0;6
"5150";5150;"Street Hoops";"GC";"N/A";"Sports";"Unknown";0,09;0,02;0;0;0,12;56;9;7,3;7;"Black Ops Entertainment";"T";0;7
"5151";5151;"NPPL: Championship Paintball 2009";"X360";"2008";"Shooter";"Activision Value";0,1;0,01;0;0,01;0,12;44;9;7,3;9;"FUN Labs";"E10+";0;13
"5152";5152;"Atelier Annie: Alchemists of Sera Island";"DS";"2009";"Role-Playing";"Gust";0,08;0;0,03;0,01;0,12;70;11;6,7;15;"Gust";"E10+";0;13
"5153";5153;"WRC: FIA World Rally Championship";"X360";"N/A";"Racing";"Black Bean Games";0;0,1;0;0,02;0,12;66;24;5,8;4;"Milestone S.r.l";"E10+";0;19
"5154";5154;"WWE SmackDown vs Raw 2008";"DS";"2007";"Fighting";"THQ";0,11;0;0;0,01;0,12;61;12;6,6;13;"Amaze Entertainment";"T";0;18
"5155";5155;"Godzilla: Destroy All Monsters Melee";"XB";"N/A";"Fighting";"Unknown";0,09;0,03;0;0;0,12;71;20;6,8;8;"Pipeworks Software, Inc.";"T";0;11
"5156";5156;"College Hoops 2K6";"X360";"2006";"Sports";"Take-Two Interactive";0,11;0;0;0,01;0,12;70;17;7,5;11;"2K Sports";"E";0;13
"5157";5157;"Fat Princess: Fistful of Cake";"PSP";"2010";"Action";"Sony Computer Entertainment";0,08;0,02;0;0,02;0,12;74;33;8,7;25;"SuperVillain Studios";"T";0;2
"5158";5158;"Sonic Adventure 2";"DC";"2001";"Platform";"Sega";0;0;0,12;0;0,12;89;18;8,5;236;"Sonic Team";"E";0;38
"5159";5159;"Tony Hawk's Pro Skater 5";"XOne";"2015";"Sports";"Activision";0,09;0,02;0;0,01;0,12;39;18;2,1;132;"Robomodo";"T";0;6
"5160";5160;"Gladiator: Sword of Vengeance";"PS2";"2003";"Action";"Acclaim Entertainment";0,06;0,05;0;0,02;0,12;65;19;6,2;8;"Acclaim Studios Manchester";"M";0;2
"5161";5161;"Rodea the Sky Soldier";"WiiU";"2015";"Action";"Nippon Ichi Software";0,08;0,02;0,01;0,01;0,12;45;31;6,5;81;"Prope, Kadokawa";"E10+";0;2
"5162";5162;"Pinball Hall of Fame: The Williams Collection";"X360";"2009";"Misc";"Crave Entertainment";0,11;0;0;0,01;0,12;83;18;8,3;16;"Farsight Studios";"E10+";0;5
"5163";5163;"Academy of Champions: Soccer";"Wii";"2009";"Sports";"Ubisoft";0,09;0,02;0;0,01;0,12;64;20;6,8;14;"Ubisoft Vancouver";"E";0;4
"5164";5164;"Overlord: Raising Hell";"PS3";"2008";"Action";"Codemasters";0,07;0,03;0;0,02;0,12;72;35;7,8;27;"4J Studios";"T";0;5
"5165";5165;"Power Gig: Rise of the SixString";"X360";"2010";"Misc";"Unknown";0,11;0;0;0,01;0,12;36;20;2,1;17;"Seven45 Studios";"T";0;2
"5166";5166;"NFL Head Coach";"XB";"2006";"Sports";"Electronic Arts";0,09;0,03;0;0;0,12;69;26;7,1;9;"EA Tiburon";"E";0;88
"5167";5167;"Onimusha: Blade Warriors";"PS2";"2003";"Fighting";"Capcom";0,06;0,05;0;0,02;0,12;65;33;6,9;7;"Capcom";"T";0;128
"5168";5168;"Disney's Extreme Skate Adventure";"GC";"2003";"Sports";"Activision";0,09;0,02;0;0;0,12;76;18;7,6;5;"Toys for Bob";"E";0;18
"5169";5169;"NBA 2K2";"GC";"2002";"Sports";"Sega";0,09;0,02;0;0;0,12;90;13;8;4;"Visual Concepts";"E";0;69
"5170";5170;"Psychonauts";"XB";"2005";"Platform";"THQ";0,09;0,03;0;0;0,12;88;54;9;71;"Double Fine Productions";"T";0;4
"5171";5171;"Jeremy McGrath Supercross World";"GC";"2002";"Racing";"Acclaim Entertainment";0,09;0,02;0;0;0,12;36;14;5,6;5;"Acclaim";"E";0;25
"5172";5172;"Airborne Troops: Countdown to D-Day";"PS2";"2005";"Shooter";"Playlogic Game Factory";0,06;0,05;0;0,02;0,12;39;4;8,1;9;"WideScreen Games";"T";0;3
"5173";5173;"The Sky Crawlers: Innocent Aces";"Wii";"2008";"Simulation";"Namco Bandai Games";0,08;0,02;0,01;0,01;0,12;74;42;7,9;13;"Access Games";"T";0;4
"5174";5174;"nail'd";"PS3";"2010";"Racing";"Deep Silver";0,08;0,02;0;0,02;0,12;66;36;6,2;13;"Techland";"E10+";0;20
"5175";5175;"Lost Magic";"DS";"2006";"Role-Playing";"Ubisoft";0,09;0;0,02;0,01;0,12;68;44;8,1;32;"Taito Corporation";"E";0;16
"5176";5176;"Marvel Avengers: Battle for Earth";"WiiU";"2012";"Action";"Ubisoft";0,06;0,04;0;0,01;0,12;50;10;5;25;"Ubisoft Quebec";"T";0;12
"5177";5177;"Alice: Madness Returns";"PC";"2011";"Adventure";"Electronic Arts";0;0,1;0;0,02;0,12;75;29;8,4;559;"Spicy Horse";"M";0;3
"5178";5178;"Raiden IV";"X360";"2008";"Shooter";"Moss";0,1;0;0,01;0,01;0,12;63;4;7,8;10;"Moss";"E10+";0;2
"5179";5179;"Tom Clancy's Splinter Cell: Blacklist";"WiiU";"2013";"Action";"Ubisoft";0,04;0,07;0;0,01;0,12;75;5;7,8;148;"Ubisoft Toronto";"M";0;4
"5180";5180;"Phantasy Star Universe";"X360";"2006";"Role-Playing";"Sega";0,09;0,01;0;0,01;0,12;64;34;7,5;42;"Sonic Team";"T";0;38
"5181";5181;"Peggle: Dual Shot";"DS";"2009";"Puzzle";"PopCap Games";0,11;0;0;0,01;0,12;84;17;8,2;21;"Q Entertainment";"E";0;7
"5182";5182;"Spider-Man: Edge of Time";"3DS";"2011";"Action";"Activision";0,08;0,03;0;0,01;0,12;50;7;6,2;12;"Beenox";"T";0;19
"5183";5183;"Cruis'n";"Wii";"2007";"Racing";"Midway Games";0,1;0,01;0;0,01;0,12;25;7;3,7;18;"Midway Studios - San Diego";"E";0;2
"5184";5184;"Samurai Warriors 4-II";"PS4";"2015";"Action";"Tecmo Koei";0,03;0,02;0,06;0,01;0,12;73;26;6,9;24;"Omega Force";"T";0;69
"5185";5185;"Castlevania: Curse of Darkness";"XB";"2005";"Action";"Konami Digital Entertainment";0,09;0,03;0;0;0,12;74;26;7;13;"Konami";"M";0;103
"5186";5186;"Lost Planet 3";"X360";"2013";"Shooter";"Capcom";0,07;0,03;0,01;0,01;0,12;58;43;5,8;142;"Spark Unlimited";"T";0;10
"5187";5187;"Battles of Prince of Persia";"DS";"2005";"Strategy";"Ubisoft";0,1;0,01;0;0,01;0,12;64;16;7,7;14;"Ubisoft Montreal";"E10+";0;88
"5188";5188;"Turok: Evolution";"GBA";"2002";"Shooter";"Acclaim Entertainment";0,08;0,03;0;0;0,12;72;8;7,5;5;"RFX Interactive";"T";0;2
"5189";5189;"Marvel Trading Card Game";"DS";"2007";"Misc";"Konami Digital Entertainment";0,11;0;0;0,01;0,12;61;17;5,1;7;"1st Playable Productions";"T";0;2
"5190";5190;"Nightshade";"PS2";"2003";"Action";"Sega";0,06;0,04;0;0,01;0,12;68;39;7,7;20;"Wow Entertainment";"M";0;5
"5191";5191;"CSI: Crime Scene Investigation";"XB";"2004";"Adventure";"Ubisoft";0,09;0,03;0;0;0,12;45;14;7,3;4;"369 Interactive";"M";0;1
"5192";5192;"LEGO Batman 2: DC Super Heroes";"WiiU";"2013";"Action";"Warner Bros. Interactive Entertainment";0,04;0,06;0;0,01;0,12;77;7;7,3;31;"TT Games";"E10+";0;43
"5193";5193;"Buffy the Vampire Slayer: Chaos Bleeds";"XB";"2003";"Action";"Vivendi Games";0,09;0,03;0;0;0,12;73;26;8,4;14;"Eurocom Entertainment Software";"T";0;40
"5194";5194;"Onechanbara: Bikini Zombie Slayers";"Wii";"2008";"Action";"D3Publisher";0,11;0;0;0,01;0,12;55;24;8;20;"Tamsoft";"M";0;6
"5195";5195;"Tropico 5";"PC";"2014";"Simulation";"Kalypso Media";0,02;0,09;0;0,01;0,12;75;51;7;351;"Haemimont";"T";0;11
"5196";5196;"Teenage Mutant Ninja Turtles 3: Mutant Nightmare";"GC";"2005";"Action";"Konami Digital Entertainment";0,09;0,02;0;0;0,12;57;10;6,1;NA;"Konami";"E10+";0;103
"5197";5197;"Reality Fighters";"PSV";"2012";"Fighting";"Sony Computer Entertainment";0,05;0,05;0;0,02;0,12;54;39;3,8;30;"Novarama";"T";0;3
"5198";5198;"Dragon Ball: Origins";"DS";"2008";"Action";"Atari";0,08;0,02;0;0,01;0,12;78;18;7,6;15;"Game Republic";"T";0;9
"5199";5199;"FIFA 17";"PC";"2016";"Sports";"Electronic Arts";0;0,11;0;0,01;0,12;84;12;4,1;160;"EA Sports, EA Vancouver";"E";0;3
"5200";5200;"Armored Core: Verdict Day";"PS3";"2013";"Simulation";"From Software";0;0;0,12;0;0,12;66;18;7,5;28;"From Software";"T";0;41
"5201";5201;"Lost in Shadow";"Wii";"2010";"Platform";"Konami Digital Entertainment";0,09;0;0,01;0,01;0,12;68;38;8,7;18;"Hudson Soft";"E10+";0;11
"5202";5202;"NHL 2K3";"XB";"2002";"Sports";"Sega";0,09;0,02;0;0;0,12;89;17;7,1;14;"Treyarch";"E";1;42
"5203";5203;"Die Hard: Vendetta";"GC";"2002";"Shooter";"NDA Productions";0,09;0,02;0;0;0,12;54;23;7;10;"Bits Studios";"M";0;4
"5204";5204;"F1 2002";"PS2";"2002";"Racing";"Electronic Arts";0,05;0,04;0,02;0,01;0,12;81;11;6,4;10;"Visual Sciences";"E";0;1
"5205";5205;"Every Extend Extra";"PSP";"2006";"Shooter";"Disney Interactive Studios";0,1;0;0;0,01;0,12;74;45;7,3;9;"Q Entertainment";"E";0;7
"5206";5206;"FIFA Soccer";"PSP";"2005";"Sports";"Electronic Arts";0,11;0;0;0,01;0,12;73;23;7,7;22;"EA Canada";"E";0;152
"5207";5207;"Darkspore";"PC";"2011";"Role-Playing";"Electronic Arts";0,07;0,03;0;0,01;0,12;65;52;6;133;"Maxis";"T";0;42
"5208";5208;"Self-Defense Training Camp";"X360";"2011";"Sports";"Ubisoft";0,08;0,03;0;0,01;0,12;21;5;5;25;"Ubisoft";"T";0;106
"5209";5209;"Sphinx and the Cursed Mummy";"XB";"2003";"Action";"THQ";0,09;0,02;0;0;0,12;79;21;9,1;11;"Eurocom Entertainment Software";"T";0;40
"5210";5210;"GT Advance 2: Rally Racing";"GBA";"2001";"Racing";"THQ";0,08;0,03;0;0;0,11;77;12;6,2;4;"MTO";"E";0;3
"5211";5211;"Deception IV: Blood Ties";"PS3";"2014";"Action";"Tecmo Koei";0,03;0,02;0,06;0,01;0,11;70;19;8;27;"Koei Tecmo Games";"M";0;7
"5212";5212;"Tenchu: Shadow Assassins";"PSP";"2009";"Action";"Ubisoft";0,03;0,02;0,05;0,01;0,11;68;18;7,6;18;"From Software";"M";0;41
"5213";5213;"Cabela's Deer Hunt 2005 Season";"XB";"2004";"Sports";"Activision";0,09;0,02;0;0;0,11;59;5;7,5;6;"Sand Grain Studios";"T";0;4
"5214";5214;"Dead Man's Hand";"XB";"2004";"Shooter";"Atari";0,09;0,02;0;0;0,11;62;31;8,1;9;"Human Head Studios";"T";0;3
"5215";5215;"Smash Cars";"PS2";"2003";"Racing";"Metro 3D";0,06;0,04;0;0,01;0,11;67;15;7,5;5;"Creat Studios";"E";0;6
"5216";5216;"NASCAR 07";"PS2";"2006";"Racing";"Electronic Arts";0,06;0,04;0;0,01;0,11;68;26;8,9;16;"EA Tiburon";"E";0;88
"5217";5217;"Tecmo Bowl: Kickoff";"DS";"2008";"Sports";"Tecmo Koei";0,11;0;0;0,01;0,11;66;21;7,3;8;"Polygon Magic";"E";0;4
"5218";5218;"Lost Horizon";"PC";"2010";"Adventure";"Deep Silver";0;0,1;0;0,02;0,11;77;24;7,9;27;"Animation Arts";"T";0;1
"5219";5219;"Rugby 15";"PS4";"2015";"Sports";"Bigben Interactive";0,04;0,06;0;0,02;0,11;19;5;3,4;65;"HB Studios Multimedia";"E";0;12
"5220";5220;"Dokapon Kingdom";"PS2";"2007";"Role-Playing";"Sting";0,05;0,04;0,02;0,01;0,11;61;8;6,5;8;"Sting";"E10+";0;12
"5221";5221;"Puzzle Quest 2";"DS";"2010";"Puzzle";"D3Publisher";0,1;0;0;0,01;0,11;74;27;5,8;11;"Infinite Interactive";"E10+";0;4
"5222";5222;"Phantasy Star Collection";"GBA";"2002";"Role-Playing";"Atari";0,08;0,03;0;0;0,11;76;20;8,4;7;"Digital Eclipse";"E";0;16
"5223";5223;"Disney Art Academy";"3DS";"2016";"Action";"Nintendo";0,02;0,01;0,08;0;0,11;72;16;7;5;"Headstrong Games";"E";0;6
"5224";5224;"A Witch's Tale";"DS";"2009";"Role-Playing";"Nippon Ichi Software";0,08;0;0,03;0,01;0,11;50;17;6,2;9;"Nippon Ichi Software, Hit Maker";"E10+";0;1
"5225";5225;"Hyperdimension Neptunia U: Action Unleashed";"PSV";"2014";"Action";"Idea Factory International";0,03;0,01;0,06;0,01;0,11;71;20;6,8;44;"Tamsoft";"T";0;6
"5226";5226;"Retro Game Challenge";"DS";"2007";"Action";"Namco Bandai Games";0;0;0,11;0;0,11;77;30;7,3;15;"Indies Zero";"E";0;9
"5227";5227;"Shining Force NEO";"PS2";"2005";"Role-Playing";"Sega";0,06;0,04;0;0,01;0,11;69;12;8,1;20;"Neverland";"T";0;12
"5228";5228;"FIFA Street 2";"GC";"2006";"Sports";"Electronic Arts";0,09;0,02;0;0;0,11;63;16;5,7;7;"EA Canada";"E";0;152
